Skuno,CodeName,Sysserailno,TestBy,Eventpoint,FailSymptom,Rootcause,FailureCode,Actioncode,Process,Cserialno,Location,Repairby,lasteditby,Repairdate,Componentcode,Vendorcode,Datacode,Lotcode,Solution,Description,Partdes,Workorderno
"73-15878-01","73-15878-01 HONEYCOMB                             ","FOC22029P0B","","AOI2","","COMP_MISALIGNED","COMPONENT MISALIGNME","REPAIRED  ","SMT BOTTOM","","C110_5","G4691900","G4691900","2018/1/14 11:07:05","11-3613-01","KEMET","1745","","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","T520V477M2R5ATE007","002384005151        "
