Skuno,CodeName,Sysserailno,TestBy,Eventpoint,FailSymptom,Rootcause,FailureCode,Actioncode,Process,Cserialno,Location,Repairby,lasteditby,Repairdate,Componentcode,Vendorcode,Datacode,Lotcode,Solution,Description,Partdes,Workorderno
"73-17449-03","73-17449-03,FABRIC, SHAWNEE                       ","FOC21410UEB","","AOI4","","COMP_MISALIGNED","COMPONENT MISALIGNME","REPAIRED  ","SMT TOP","","C08_24","F4598322","F4598322","2017/10/12 13:17:30","11-1987-02","MURATA","1732","","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","GRM1555C1H100JA01J","002384000182        "
