Skuno,CodeName,Sysserailno,TestBy,Eventpoint,FailSymptom,Rootcause,FailureCode,Actioncode,Process,Cserialno,Location,Repairby,lasteditby,Repairdate,Componentcode,Vendorcode,Datacode,Lotcode,Solution,Description,Partdes,Workorderno
"73-15294-02","73-15294-02ALTA                                   ","FOC21413LK8","WEI183g4691896","ICT","failed digital or boundary scan test","SOLDER_OPEN","Co-planarity","REPAIRED  ","SMT TOP","FOC21413LK8","U10","F1332893","F1332893","2017/10/15 00:10:38","17-11577-18","AVNET","1723","72777700","","","FLASH,PROG,CORTINA,BIOS V 0.1.29","002384000174        "
