Skuno,CodeName,Sysserailno,TestBy,Eventpoint,FailSymptom,Rootcause,FailureCode,Actioncode,Process,Cserialno,Location,Repairby,lasteditby,Repairdate,Componentcode,Vendorcode,Datacode,Lotcode,Solution,Description,Partdes,Workorderno
"73-18216-03","73-18216-03,PCA,MBRD,N9K,32P                      ","FOC22034XSW","","AOI2","","SOLDER_BRIDGE","Solder Bridge  ","REPAIRED  ","SMT BOTTOM","","Q7","G4691900","G4691900","2018/1/20 10:13:50","20-0741-01","NEXPERIA USA INC","1730","","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","BCM847BV","002384005269        "
