Skuno,CodeName,Sysserailno,TestBy,Eventpoint,FailSymptom,Rootcause,FailureCode,Actioncode,Process,Cserialno,Location,Repairby,lasteditby,Repairdate,Componentcode,Vendorcode,Datacode,Lotcode,Solution,Description,Partdes,Workorderno
"73-17250-02","73-17250-02 KEYSTONE                              ","FOC22019B2M","prodkingyi","PCB2C","BOOT_DIAG_IMAGE_HL","","","          ","","","","","F1332823","2018/1/19 08:21:54","","","","","","","","002384004644        "
